"","CBF","cbv","cmr02","cmruglu","G1.fMRI","intersubjvar","meg_alpha","meg_beta","meg_delta","meg_gamma1","meg_gamma2","meg_theta"
"lh_ProS",5637.97447916667,5535.64309895833,5240.54861111111,5941.96394314236,-3.73651395638784,0.55550594859653,0.337465837928984,0.0857630787624253,0.31216520998213,0.0187114636103312,0.0109249051246378,0.23496950533655
"lh_PeEc",4887.19119064529,4431.46724076705,3886.44409496753,4514.89104035613,-0.0383448723897144,0.5783747891327,0.243685089148484,0.0685124262780338,0.297103768819338,0.0193091927507481,0.013784110171164,0.201761258306441
"lh_STGa",4898.27120535714,5620.68870907738,4268.00747535342,4808.27646019345,1.43072545812244,0.603849604016259,0.249314836802937,0.0830292236946878,0.370652197372346,0.0249390448665335,0.0175097461878544,0.254554950055622
"lh_PBelt",6079.28886510971,5326.43859084109,5510.69203997673,6414.31894115691,-3.4776913764629,0.586958526296819,0.335830788663093,0.0881801214306912,0.303817529627617,0.0171693573368991,0.0100972509368303,0.24490494835884
"lh_A5",5469.08701578776,4840.369140625,5029.50729370117,5808.19801839193,-1.72642696710924,0.606747535367807,0.314079182843367,0.0860546743497252,0.320560212557514,0.0206317529470349,0.0138289910391904,0.244845199709137
"lh_PHA1",5747.6947582348,4738.72926784206,4772.19109612542,5241.79820787585,1.07269202011663,0.568233266070082,0.319753814387966,0.0856660930691539,0.319079715657879,0.0208634467845833,0.0137773074864133,0.240859625307289
"lh_PHA3",5326.40376613451,3940.22372303838,4751.47433338995,5407.41132387908,-0.880212684607376,0.565745561019234,0.319580334684123,0.0836983831680339,0.320399894662525,0.0207976330800549,0.0140107836088409,0.241512970431991
"lh_STSda",5246.525390625,4466.46465386285,4732.76255967882,5554.66517469618,1.7780920078771,0.622030049562454,0.288518720202976,0.0832767474154631,0.344949617981911,0.0218326138435966,0.0149832432054811,0.246439054608345
"lh_STSdp",5558.07694367439,4434.59796339466,5130.24318768901,6073.82540795111,2.80671744096664,0.640042255963049,0.332067094983593,0.0844645347566374,0.309540589970927,0.0170110105987518,0.0104882780522589,0.246428490165741
"lh_STSvp",5552.95107886905,4463.48983134921,5046.94522724454,6113.28293185764,5.97563533177452,0.639071178814722,0.327740608699738,0.0819269512144346,0.313885489626536,0.0166344459183396,0.0104832771485524,0.249329227303702
"lh_TGd",4700.66455518018,4916.77656074043,3944.62398384713,4514.4872101105,4.60214799192004,0.602590037358774,0.181982219756187,0.05964064926983,0.277531615517161,0.0201199255246031,0.0150504065677524,0.184413923739313
"lh_TE1a",5126.46966145833,3979.98819444444,4503.34321831597,5577.69287109375,6.43859220080905,0.622847297456529,0.276900659004847,0.0811397193206681,0.354862458176083,0.0242529159204827,0.0180644277483225,0.244779828190804
"lh_TE1p",5475.14154296875,5192.83614908854,4838.70736979167,6071.82858723958,5.39637842496236,0.632938519318899,0.318814367850622,0.0841889108220736,0.314761232535044,0.0199533578753471,0.0138037469858925,0.248478378852208
"lh_TE2a",5306.04319309544,4059.78539709143,4571.56922376478,5739.95645718961,4.78992504042548,0.602847873359113,0.288549108279718,0.0796502935322555,0.346393975051674,0.0233804824686534,0.0174096639368784,0.244616474050122
"lh_TF",5220.88501270708,3657.75981562971,4523.98382788968,5355.16155049887,1.32847516611218,0.589852607393839,0.298905851970236,0.0804370210831424,0.340877485203456,0.02174523607435,0.0154042742720031,0.242630133068705
"lh_TE2p",5520.11724076705,5233.60737304688,4862.68370916193,5905.181640625,-0.798021546683528,0.610349988937378,0.317374228889292,0.0814933362332257,0.321963948553259,0.0190510952675884,0.012973398020999,0.247143996303732
"lh_PHT",5606.30905539773,4686.11558504972,5011.97509765625,6073.31513671875,0.322731410102411,0.657786656509746,0.335890922763131,0.0859762863679366,0.302639696272937,0.0187749414281412,0.0122885558246212,0.24442960078066
"lh_PH",5503.83357484879,6254.97643649194,5026.13084362399,6109.60707535282,-1.90442223378247,0.600370975271348,0.347127808678535,0.0830097818566907,0.301010177981469,0.0175401078416936,0.0110072442029993,0.240304877440776
"lh_TPOJ1",5754.16968252145,4767.16747089461,5173.49376723346,6185.30456303615,-0.687210100611635,0.671103017002929,0.343156264693129,0.0893895731252782,0.295369100921294,0.0169791692466128,0.0100561884396216,0.245049706861085
"lh_TPOJ2",5883.91971842448,4556.0523952908,5326.29127332899,6393.71893988715,-1.99941587779257,0.696099465092023,0.358037476738294,0.0874034714781576,0.289385847747326,0.0165408389746315,0.00961991994538241,0.239012444598807
"lh_TPOJ3",5749.00836447011,4254.37599779212,5344.125,6404.6154466712,-1.8947422284147,0.656021996684696,0.373382954493813,0.088299968968267,0.280929108028826,0.0157984154217917,0.008464808859255,0.233124747872353
"lh_DVT",5948.73013528963,4645.6474252096,5405.0117425686,6719.39723466082,-2.81445379664258,0.603655522916375,0.39175224522265,0.0967801106048793,0.263871557101971,0.0176922676221627,0.00859059513796393,0.221313218518001
"lh_PGp",5367.62813585069,3314.26555989583,4959.2220703125,6156.49024522569,-1.49981688434879,0.638759859402974,0.38581428527832,0.0900429896182484,0.272407725784514,0.0172762632783916,0.00937387767351336,0.225084859795041
"lh_IP2",6302.70506157309,4042.82690843485,5547.65407342426,7298.28839214778,3.5564638376236,0.619942884323961,0.343940547967361,0.113491039660017,0.27373690675881,0.0175148435568405,0.00762106231966261,0.243695604346566
"lh_IP1",6156.4136316636,3834.76863128064,5588.59787645527,7319.15674785539,4.33599445165372,0.639407535394033,0.371471262445637,0.105922402412284,0.266386995712916,0.0172508043766606,0.00792614535848592,0.231042388023115
"lh_IP0",5687.0195608428,3818.1278926965,5308.97502367424,6745.47040719697,-1.68742128958305,0.642656445503235,0.394081928513267,0.0932926474647088,0.26559729828979,0.016253876132947,0.0078347909659373,0.222939452438643
"lh_PFop",5773.98663214917,4339.48000350088,5001.51829672759,5914.80466907429,-3.1779258026267,0.613075204615323,0.298368749753484,0.107703024064595,0.300110142186003,0.0224841433524523,0.0128511188657216,0.258482824518995
"lh_PF",5862.80281929348,4163.04214256397,5041.59790039062,6305.84347755322,0.0287928266072835,0.668467928102051,0.32375414993452,0.113466481205778,0.280352463972741,0.0202736596212439,0.0108740432997761,0.251279197957205
"lh_PFm",5996.70686428931,4094.85991840978,5256.6710905998,6889.74619770665,5.76374284682735,0.619850758583315,0.341878852152055,0.110771736887193,0.275200462918128,0.0188875949070338,0.00976480520180156,0.243496549898578
"lh_PGi",5890.92858664773,4479.53149857955,5264.5931640625,6542.05793678977,5.826341575926,0.678641347993504,0.353326759826053,0.0965455208312381,0.284802840243686,0.0164481734856963,0.00865782085298137,0.240218889035962
"lh_PGs",5766.05095003858,3903.47697542921,5134.92486496914,6626.63659818673,5.62015681207916,0.660267193376282,0.361957602662805,0.100656318995688,0.274457163648841,0.0180967249160196,0.00962280372824566,0.235209386289856
"lh_V6A",5735.9787902832,4369.83256530762,5261.2492980957,6569.64529418945,-4.48456987738609,0.604028657078743,0.412481851875782,0.0986848878674209,0.248327330686152,0.0185359037714079,0.00947734230430797,0.212492690421641
"lh_VMV1",5926.29642159598,4760.01473563058,5513.84788295201,6164.27317592076,-3.9839716553688,0.565744666116578,0.32700746187142,0.0847505253872701,0.318020092589515,0.0196940963422613,0.0124275041744113,0.238100320100784
"lh_VMV3",5661.21294202303,4723.4673879523,5424.96214535362,6178.54926500822,-4.17672688082645,0.5669890673537,0.347601376081768,0.0815900866138308,0.310482517669075,0.017938102742559,0.0109597627367628,0.231428151067935
"lh_PHA2",5476.24664306641,4101.48006184896,4588.0224609375,5312.32033284505,2.63634501645962,0.570125326514244,0.321855877836545,0.0851417640224099,0.317603508631388,0.0195171418599784,0.0126246334984899,0.243257062509656
"lh_V4t",5420.97229003906,4381.21189880371,5031.814453125,6307.61444091797,-4.18871194124222,0.591633066534996,0.375175358727574,0.0825918121263385,0.286866471171379,0.0174638815224171,0.0102940631913953,0.227608407847583
"lh_FST",5584.59054744945,4862.88758042279,5088.02796128217,6224.00265682445,-3.53436098379247,0.624218693550895,0.362368333865615,0.0835947574061506,0.29043473303318,0.0170639462988166,0.0103582031203105,0.236180035945247
"lh_V3CD",5552.37923916903,3684.67567027699,5263.93343838778,6575.12448952415,-4.05350863933563,0.584536525336179,0.393524524840442,0.0875282338397069,0.274292290210724,0.0173548528585922,0.00931369729170745,0.217986409637061
"lh_LO3",5367.98856977983,3293.46912730824,5102.3779296875,6177.61823064631,-4.13936826315793,0.595879603515972,0.381554118611596,0.0854860984466293,0.279830982739275,0.0170525585047223,0.00950721896846186,0.226569015194069
"lh_VMV2",5339.39513578869,4528.83614676339,4991.30315290179,5811.5748000372,-3.95829707100278,0.571892724150703,0.336282315708342,0.0842584875367937,0.312460405485971,0.0186097319459631,0.0115144450128788,0.23687461302394
"lh_31pd",6194.17273995536,4464.19796316964,5457.46400669643,6880.91943359375,6.17086559023176,0.593214872905186,0.342175831965038,0.103379086937223,0.2806817982878,0.0197060400354011,0.00854186651163868,0.245515379309654
"lh_31a",6583.6093971946,4393.83213112571,5637.74991122159,7188.59676846591,3.98001289367676,0.599326699972153,0.304989950223403,0.1107366098599,0.293355337598107,0.0219892952591181,0.0088619274425913,0.26006687364795
"lh_VVC",5960.56082589286,4945.4780796596,5487.06834774926,6178.34720284598,-3.52537586859294,0.579692363739014,0.3417668285824,0.0825983078352043,0.308583928715615,0.0181846111746771,0.0115490306967071,0.237317295301528
"lh_25",5973.55808327415,5066.71761807528,4782.07002397017,5857.98379794034,5.47751575166529,0.628943315961144,0.196221961216493,0.0778895860368555,0.325158131393519,0.0212397194382819,0.0125103461640802,0.230616611513225
"lh_s32",6297.29802389706,4301.74169921875,5172.66483800551,6426.98325482537,5.69937021592084,0.626281640108894,0.209609853870728,0.0895594178753741,0.387399459586424,0.02541010706302,0.0147326967185911,0.273288462091895
"lh_pOFC",5898.73572823661,4830.54528459821,4762.79701450893,5843.89779575893,1.92673791540521,0.611579787731171,0.181605906145913,0.0624924159475735,0.279169508389064,0.0185068714831557,0.0122284201639039,0.188854017853737
"lh_PoI1",5653.53798264724,5699.32550518329,4489.00880314754,5051.95038780799,-2.80623632210952,0.610407101420256,0.294482926336619,0.0859463898321757,0.337150970903727,0.0219662067695306,0.0144062460973286,0.24604726382173
"lh_Ig",5864.66078016493,5280.60012478299,5017.71849229601,5976.66611056858,-4.42776095867157,0.576660023795234,0.303002966774835,0.095327572690116,0.316455169684357,0.0228784747111301,0.0136866607289347,0.248649152202739
"lh_FOP5",6049.10126122008,4574.95712475066,4975.70879737367,6355.42698636968,-0.770889266374263,0.63788470816105,0.217022362541645,0.0974639265778217,0.368255469393223,0.0249385914190653,0.0133970677258169,0.278922587633133
"lh_p10p",5984.91897243924,3159.98918999566,5199.6982014974,6927.27492947049,5.33898660209444,0.635704712735282,0.185658368799422,0.0948265633649296,0.382075081268946,0.0320969926607278,0.019509115928991,0.285833878649606
"lh_p47r",6233.46287777549,3780.92044228002,5248.59351870888,7102.20142886513,4.63561547429938,0.630801145967684,0.199733362778237,0.0977730509874068,0.375756573520209,0.0319596784385411,0.0197669979871104,0.275010334033715
"lh_TGv",4789.06668526786,4149.97461518787,4232.50491768973,4872.19090634301,3.06310694806633,0.593123289800826,0.26348389614196,0.0806485473045281,0.367094681376503,0.0269649290878858,0.0206881681723254,0.241119778936818
"lh_MBelt",6194.00546347128,5230.88245618665,5344.40339949324,6313.23007284628,-3.62444410452972,0.598245786653983,0.321108182539811,0.0894125228798067,0.317009567408948,0.0187233608920832,0.0108707874157542,0.242875582060298
"lh_LBelt",6302.01706480369,5349.84351211939,5608.57224058494,6854.79797676282,-3.69649798442156,0.58503021643712,0.331262794824747,0.0874581151665785,0.308018559064621,0.0163235812662886,0.00896445979388096,0.247972495280779
"lh_A4",5610.42736816406,4972.71645507813,5132.95126139323,5950.19697265625,-3.06253859202067,0.596001424392064,0.327650354802609,0.0888371917108695,0.306412023305893,0.0198419720865786,0.0128562040471782,0.244402255117893
"lh_STSva",5145.56314019097,4267.26819661458,4604.02488064236,5591.25590277778,5.46256350941128,0.629471611976623,0.285690535439385,0.0802962347865105,0.35164886713028,0.0212026890781191,0.0147934585602747,0.246368222766452
"lh_TE1m",5410.24149676067,4462.73027224657,4737.46068740473,6058.55779582698,6.37920516874732,0.616081108407276,0.306083098417375,0.0792550642679377,0.329873004337636,0.0209270205984755,0.0151161655056767,0.248745643874494
"lh_PI",5104.95855189732,6313.88722098214,4046.54711914062,4508.07855747768,-2.29781337428306,0.615843529360635,0.28022654397147,0.0834360384515354,0.352877467870712,0.021083132869431,0.0136959850522024,0.248680823189872
"lh_a32pr",6167.79474954044,4680.45385742188,4959.76311178768,6449.34864717371,0.831367583616691,0.632263514925452,0.201473907951046,0.0995505143176107,0.358137643512558,0.0236577673760407,0.0107362752451616,0.306443895487224
"lh_p24",6378.72924804688,4982.45485839844,4971.49306640625,5987.15590820313,0.468724270910025,0.629817169904709,0.201976129412651,0.097588748857379,0.365279266238213,0.0235725360922515,0.0110015453770757,0.300581775605679
"rh_V1",6640.51773533677,8411.83446988193,6102.98297304096,6950.00896107067,-3.03513649664819,0.54962749937267,0.390434372154149,0.0806483472556327,0.288047502551115,0.0161942353888387,0.0089896782601224,0.215685859886986
"rh_MST",5650.50055486506,4985.87824041193,5179.92709073153,6238.32341974432,-4.13011977889321,0.632786485281858,0.380392216823318,0.0845834629779512,0.288209385492585,0.0158551152880219,0.00876820138232274,0.222191627052697
"rh_V6",6205.02672991071,4732.67435128348,5530.0466796875,6809.58635602679,-4.47761652810233,0.600288554600307,0.427062083142144,0.0901203040565763,0.250877498303141,0.0162646128396903,0.0077990504779986,0.207876451100622
"rh_V2",6307.41709607713,7556.51854429854,5798.58498950715,6738.12217679937,-3.59998136453648,0.560261014294117,0.392329753396359,0.0826079342910584,0.284671937848659,0.016964503043787,0.00953910195397491,0.213886765802794
"rh_V3",6054.92061885711,6663.67555482926,5562.86408848916,6759.94995117188,-3.79257437322409,0.569062229606413,0.408294441238526,0.0844979038041446,0.273787159592875,0.016984238236722,0.00930897235089252,0.207127278730754
"rh_V4",5758.11243838356,6052.37955438523,5327.28449358259,6638.76812453497,-4.02569965805326,0.572608503557387,0.393329558982736,0.0855620440450453,0.28412792263996,0.0174555605986998,0.00968158663073111,0.209843328133935
"rh_V8",6178.48355379972,6869.38532049006,5644.74047851562,6713.75275213068,-4.26716011220759,0.571071500127966,0.379527769305489,0.0835411118512804,0.296682038090446,0.0173207251355052,0.00975211675871502,0.213176240975207
"rh_4",6289.71530378357,5527.55975594008,5365.80624313985,6745.07257634943,-5.06556962442792,0.564906997375252,0.282364763011617,0.122967967317124,0.290829683384619,0.0242949828490122,0.00913522201436302,0.270407376580002
"rh_3b",6503.26208948206,3855.21102340133,5640.24417980806,6958.09949182581,-5.03488266909564,0.561923459356214,0.306083790130085,0.123326563126879,0.279134937826498,0.0228706543552287,0.00872543993417496,0.259858613304886
"rh_FEF",6412.84369365986,4294.81368314303,5457.30141977163,7111.23467548077,-2.38871916870658,0.646332216950563,0.248607966475762,0.118388114497066,0.311393804848194,0.0250740568869962,0.0102633788572768,0.286272689700127
"rh_PEF",6611.92940636837,3981.62778172348,5744.97017045455,7281.28801195549,-1.40515679301638,0.659077772588441,0.238502761179751,0.113729931865678,0.328627346139966,0.02464310570874,0.0109846192045194,0.283512244621913
"rh_55b",6413.22234881366,3908.67814127604,5457.9228515625,7104.28504774306,0.0229838887850444,0.632850223117404,0.239539651959031,0.115529074437088,0.323042120094653,0.0257983028336808,0.0116472318768501,0.284443616867065
"rh_V3A",6020.44066840278,7381.54616970486,5407.60188802083,6658.09892578125,-4.44792819552951,0.572046744823456,0.443729364209705,0.088148125840558,0.244020492831866,0.0170199627056718,0.00891730100330379,0.198164749145508
"rh_RSC",6280.79782831101,6251.35610429067,5224.34116133433,6618.70132688492,2.32613018545366,0.592761398307861,0.296827441643155,0.102077048449289,0.309114320883675,0.0253013647974484,0.0142357806335129,0.252444054399218
"rh_POS2",6792.0029654154,5868.55630716463,5872.94842082698,7851.0180604516,2.49723783044553,0.609710804572919,0.40023569181198,0.0971865497711228,0.257559205700712,0.0175078893761809,0.00808212580727186,0.219428539276123
"rh_V7",5833.04975328947,4969.36168791118,5391.11736739309,6746.97283614309,-4.41643845407586,0.588813590376001,0.429128915071487,0.092580120814474,0.246771336386078,0.0169839773719248,0.00843766375787948,0.206097985568799
"rh_IPS1",6020.6779497932,4100.26171875,5466.04658777574,7006.27580710018,-3.47712758008172,0.614451592459398,0.398299217224121,0.102681586847586,0.253277892137275,0.0175976832671201,0.00791629507918568,0.220227321719422
"rh_FFC",5879.63920224946,6485.30158102101,5408.05075599407,6229.7532495959,-2.97795450481875,0.60127037660829,0.355766171011431,0.0825877461967797,0.305219690861373,0.0182550811562045,0.0115128871503061,0.226658424683686
"rh_V3B",5690.83357421875,4637.77056640625,5408.56619140625,6707.2388671875,-4.21324900627136,0.603428769111633,0.414609951972961,0.0899558365345001,0.262366554737091,0.0156844729557633,0.00747057603672147,0.20991260766983
"rh_LO1",5520.17558019301,4431.0478515625,5149.3687097886,6447.90300436581,-4.1583954446456,0.59441617306541,0.389824478065266,0.0867032930254936,0.281278764500338,0.0172624093863894,0.00943488720804453,0.215496172799784
"rh_LO2",5158.67952473958,5391.63220214844,4846.53682454427,5968.5634765625,-4.05562434593836,0.590712293982506,0.37962052722772,0.0851440224796534,0.289549012978872,0.0187010884595414,0.0111443307250738,0.215841021388769
"rh_PIT",5659.92975408381,10996.3177157315,5227.52869762074,6136.33347389915,-4.00851957364516,0.585822709582069,0.378943133083257,0.0849823985587467,0.292124921625311,0.019083448855037,0.0114652870476923,0.21340081163428
"rh_MT",5595.81904296875,4314.07160644531,5195.29523925781,6270.31286621094,-4.08583929538727,0.612415263056755,0.387924280762672,0.0846258889883757,0.285057267546654,0.015714831603691,0.00856850950513035,0.218109223246574
"rh_A1",6825.71899414062,5356.34201388889,5761.57945421007,7199.86382378472,-3.78463933202955,0.612405230601629,0.328649837109778,0.0919063149227036,0.311781886551115,0.01697820580254,0.00876139388937089,0.24192235701614
"rh_PSL",5969.16883680556,4210.86317726418,5151.92514829282,6177.34681532118,-1.82105462104772,0.680692246666661,0.329462784859869,0.105543733608943,0.290491143862406,0.0199469742537649,0.011271039593137,0.2432843239771
"rh_SFL",6154.90622360642,6209.74984163851,5048.44849292652,6690.52597128378,2.22565083391964,0.624623688491615,0.206772750293886,0.106753694044577,0.333730623528764,0.027464570880339,0.0124785151785693,0.312799842776479
"rh_PCV",6526.96192327535,4934.19248876032,5690.93187094634,7001.06204857016,-0.774865958207059,0.648078738518481,0.354572950106747,0.107642831948568,0.266711607856571,0.0197443218093436,0.00760456447858574,0.243723718625195
"rh_STV",5935.51290838068,4711.34782492898,5179.65317826705,6271.02025923295,-1.56864402988418,0.665535526925867,0.345721600814299,0.0989023732868108,0.289786494320089,0.0179222303019329,0.00991226361895149,0.237755039605227
"rh_7Pm",6620.24949735754,8780.1794720818,5546.14017980239,7260.24365234375,2.15798200502553,0.62257595447933,0.382914897273569,0.104477867264958,0.254429365782177,0.019507033202578,0.00860380156732657,0.230067038360764
"rh_7m",6790.72526041667,4922.4155069987,5944.78745524089,7613.43287150065,5.83401140570641,0.602740916113059,0.374974294255177,0.100464469442765,0.26616978024443,0.0187451548796768,0.00830772367771715,0.231338580759863
"rh_POS1",6214.91402882543,6076.69906721444,5514.73763301455,6865.31919282058,3.05160924477567,0.576082743447402,0.355309471487999,0.0904176934012051,0.295350036230581,0.0194474251234326,0.0109002060289013,0.228575171838547
"rh_23d",6655.37943761489,5067.45984604779,5426.82796702665,6779.17948644301,3.77388289844727,0.624505842433256,0.27456194775946,0.113937453092898,0.308210258974749,0.0257714928182609,0.0120507843299385,0.26546806622954
"rh_v23ab",6531.81528501157,6428.07664207176,5775.6826171875,7165.80222800926,5.78815949404681,0.585029191441006,0.336188285439103,0.097790413984546,0.293056607246399,0.0209662872884009,0.0107778963391428,0.241220517290963
"rh_d23ab",6800.28601792279,5253.83628216912,5810.60963350184,7386.92400045956,5.85390825832591,0.60661155686659,0.301679267602808,0.108735789709231,0.299556835609324,0.0227500023868154,0.0102869417956647,0.256991169031929
"rh_31pv",6380.81769476996,4613.75661892361,5580.71687825521,7008.81849500868,5.98419955041673,0.616128651632203,0.319607370429569,0.104411950748828,0.295958619150851,0.0208604758501881,0.00941087274501721,0.249750710195965
"rh_5m",6299.85013521635,8212.21293757512,5382.64889761118,6732.53413273738,-5.24936123994681,0.570496332186919,0.31858881104451,0.117509248308264,0.273319358435961,0.022960171282578,0.00836921151942359,0.259253197564529
"rh_5mv",6015.25851779514,4453.34195059317,5206.64406105324,6278.25436439043,-4.05178752651921,0.603381119392536,0.316953636981823,0.114926297631529,0.279377823626554,0.0216880922700152,0.00777188086031396,0.259282271803161
"rh_23c",6070.06707317073,4404.57666015625,5141.86274533155,6225.44131693026,-2.0454849144671,0.63244263864145,0.298089357774432,0.109491817289736,0.299717992180731,0.0226723420683567,0.00988825881376681,0.260140234013883
"rh_5L",5717.7937105619,5877.98342660757,4913.00487342248,6293.59927133413,-5.06098393293527,0.569199912823164,0.334451038103837,0.118652627875025,0.260850022618587,0.0238261447431376,0.00944392744881602,0.252776238494194
"rh_24dd",6186.35360666049,4415.10935844809,5336.58074020127,6465.2409792108,-5.19558797448368,0.57031377998449,0.26524794707864,0.116230475700508,0.305986427654654,0.0244153819788816,0.00921384429053988,0.278905922073429
"rh_24dv",5857.36979830995,4559.68114237883,4944.62962372449,6068.89828802615,-4.80095473114325,0.575096923477796,0.251108228247993,0.110653670922834,0.318586558103561,0.0244479824465757,0.0100388304159349,0.28516472480735
"rh_7AL",5706.82898163377,3679.59306469298,4984.63079941064,6291.22289610746,-4.17393266108998,0.576396349229311,0.345151508063601,0.1197226016145,0.257172342455178,0.0217237047393594,0.0087071409971829,0.247522695806988
"rh_SCEF",6499.6474609375,5193.459362102,5423.81442548644,6852.25655033903,-2.93302215916931,0.595393571088899,0.229458706840029,0.111552701524968,0.319744767445438,0.0248990934693588,0.00920667427258109,0.305138050385241
"rh_6ma",6140.54107344778,4440.4551198859,5125.41721705386,6725.21525493421,-1.80055834568645,0.621690575229494,0.222900592771016,0.111946599950132,0.321647503658345,0.0265740365231116,0.0112143724200953,0.305716889861383
"rh_7Am",6065.18318810096,7075.63111478365,5284.75692608173,6541.63649338942,-2.2526355945147,0.608685949215522,0.364629986652961,0.110483386080999,0.257330567103166,0.0206715180896796,0.00874912452239257,0.238135420129849
"rh_7PL",6085.07706124442,6630.42398507254,5405.14041573661,6943.35292271205,-1.32333298985447,0.603737162692206,0.38239583160196,0.106642266469342,0.254249500909022,0.0194519782172782,0.00892891678293901,0.228331503059183
"rh_7PC",5865.34669518849,3553.60368226066,5225.43397352431,6617.51332310268,-4.62673417727153,0.590281128883362,0.343493042957215,0.122240599540491,0.257576244691062,0.0208055247804002,0.00798111047507042,0.247903480652779
"rh_LIPv",6157.74069883765,3962.56431616806,5444.66093035442,6943.22221560595,-3.8733427815321,0.60686006778624,0.361483741097334,0.115412303950728,0.256844870927857,0.0190122238383061,0.00742521933166356,0.239821640820038
"rh_VIP",5754.16297104779,4452.77197265625,5092.72453756893,6629.21155503217,-3.95342684493345,0.586949995335411,0.366080851239317,0.11516151380013,0.252825379371643,0.0200812514213955,0.00844400054227342,0.237407009391224
"rh_MIP",6092.69423628827,4052.21729013871,5490.77324816645,7089.86771564094,-0.846389588937924,0.618137416790943,0.375443114918105,0.109759978797971,0.256766683593088,0.0184722952924821,0.00771648840674636,0.231841439191176
"rh_1",5803.23092242864,3020.86509308102,5137.21816944513,6438.17919537402,-5.2456412690831,0.564468403500835,0.312519758705079,0.126634544216272,0.272404189888887,0.0242350678597614,0.0101337176234293,0.254072722252898
"rh_2",5973.61596679688,3757.48068874485,5338.82191685268,6459.92668805804,-5.14618308465559,0.580457631703261,0.328199589481721,0.12479131058841,0.267011850089817,0.0217995325226214,0.0080742503971803,0.250123466682303
"rh_3a",6435.80113133844,4878.21866938753,5497.13355874116,6852.68148861291,-4.99880635963296,0.560715887344108,0.29792292078711,0.119484101545136,0.288509608158525,0.0231406147468765,0.00921056091890864,0.261732196892208
"rh_6d",6027.96207068101,3863.56434257075,5272.33158903302,6698.72566885318,-5.20247432420839,0.574281181929246,0.271949439678552,0.129790787145777,0.282952359262502,0.0261047175681254,0.00950131036411479,0.279701390356388
"rh_6mp",6171.59526367187,4728.28328179253,5295.9327094184,6651.93069118924,-5.03610747125414,0.562449771828122,0.25113190776772,0.11832018494606,0.302958859999975,0.0258446873062187,0.00979749926676353,0.291946862141291
"rh_6v",5810.77981770833,3549.71743706597,5094.9083984375,6436.21368272569,-4.11518336402045,0.587838884194692,0.252829118900829,0.114994181527032,0.32378081480662,0.0258195839408371,0.0135110296308994,0.269065264198515
"rh_p24pr",6151.99822823661,4805.51495535714,4950.39441964286,5991.06623883929,-3.24751864924495,0.605864817755563,0.253553370067051,0.108536461847169,0.320566936050143,0.0260102856372084,0.0125147791579366,0.278818168810436
"rh_33pr",5909.32200113932,4777.79386393229,4701.80102539062,5651.44814046224,-0.143049492190282,0.613907746970654,0.242438866446416,0.105419327194492,0.331152712305387,0.0246902880414079,0.0116267575261494,0.284672055393457
"rh_a24pr",6379.62383237092,4953.70000424592,5099.43849779212,6167.91087805707,-2.40171327279962,0.606203677861587,0.226460561156273,0.101902320657087,0.343708617531735,0.0245160478288713,0.0115832744328224,0.291829171388046
